m,1557004655750,0,1,
m,1557004655750,0,0,
m,1557004655750,1,0,
m,1557004655750,2,0,
m,1557004655750,3,0,
m,1557004655750,4,0,
m,1557004655750,5,0,
m,1557004655750,6,0,
m,1557004655750,7,0,
m,1557004655750,8,0,
m,1557004655750,9,0,
m,1557004655838,0,0.27034791482590526,
m,1557004655838,1,6.517907072763787,
m,1557004655838,2,12.666250870214402,
m,1557004655838,3,2.4079336085471637,
m,1557004655838,4,1.6013713242099659,
m,1557004655838,5,11.26424809852784,
m,1557004655838,6,10.908571600487015,
m,1557004655838,7,7.283263484191849,
m,1557004655838,8,2.429706131870002,
m,1557004655838,9,14.688500795616378,
m,1557004655838,10,20.39173362570193,
m,1557004655841,0,14.746070690777957,
m,1557004655841,1,3.822861176470385,
m,1557004655841,2,6.811204068330298,
m,1557004655841,3,12.820168404586079,
m,1557004655841,4,23.418197237465275,
m,1557004655841,5,14.097575085155253,
m,1557004655841,6,4.81028066218393,
m,1557004655841,7,20.026959422425218,
m,1557004655841,8,22.585651241210744,
m,1557004655841,9,5.860217456542161,
m,1557004655841,10,7.87469580291511,
m,1557004655842,0,23.650992650660942,
m,1557004655842,1,23.990330098049277,
m,1557004655842,2,20.637467339306625,
m,1557004655842,3,5.153189749036241,
m,1557004655842,4,18.19822656916468,
m,1557004655842,5,12.296427145651695,
m,1557004655842,6,16.538709050901883,
m,1557004655842,7,13.227073123410674,
m,1557004655842,8,5.733688852564206,
m,1557004655842,9,16.453967791928793,
m,1557004655842,10,6.7597475156933235,
m,1557004655843,0,5.693302741218845,
m,1557004655843,1,14.459606977786896,
m,1557004655843,2,12.604759319215242,
m,1557004655843,3,8.63685078920712,
m,1557004655843,4,9.382517518563233,
m,1557004655843,5,24.475113646438647,
m,1557004655843,6,15.880162536193781,
m,1557004655843,7,14.390806450149368,
m,1557004655843,8,4.45645847421127,
m,1557004655843,9,7.084250306448017,
m,1557004655843,10,3.4254260267004066,
m,1557004655844,0,5.662584890745445,
m,1557004655844,1,4.130160124126944,
m,1557004655844,2,14.121548534545855,
m,1557004655844,3,9.251929383406255,
m,1557004655844,4,14.43535782546358,
m,1557004655844,5,4.0465300256815055,
m,1557004655844,6,15.89823329445431,
m,1557004655844,7,18.066543006238167,
m,1557004655844,8,7.962052135469352,
m,1557004655844,9,6.394415444716575,
m,1557004655844,10,5.537159482556928,
m,1557004655845,0,10.056403085773743,
m,1557004655845,1,19.87327308197125,
m,1557004655845,2,14.705978427971973,
m,1557004655845,3,13.66085530736633,
m,1557004655845,4,21.717748102818522,
m,1557004655845,5,13.727339738515724,
m,1557004655845,6,11.895173396598423,
m,1557004655845,7,10.624605739309478,
m,1557004655845,8,14.209089163626476,
m,1557004655845,9,23.88235485649288,
m,1557004655845,10,1.5063540467779886,
m,1557004655846,0,13.745286792000904,
m,1557004655846,1,5.381801721322033,
m,1557004655846,2,21.719629135556666,
m,1557004655846,3,10.33051655741437,
m,1557004655846,4,14.266705184044756,
m,1557004655846,5,24.59535997559573,
m,1557004655846,6,2.928455998520188,
m,1557004655846,7,19.516394490921737,
m,1557004655846,8,18.12348190446574,
m,1557004655846,9,15.65976828538702,
m,1557004655846,10,8.774140157370633,
m,1557004655847,0,11.054619543682294,
m,1557004655847,1,5.918066952032309,
m,1557004655847,2,17.764354131603476,
m,1557004655847,3,6.0143505606235745,
m,1557004655847,4,12.045379559656963,
m,1557004655847,5,10.909252511390516,
m,1557004655847,6,22.0499298254726,
m,1557004655847,7,6.403280831142016,
m,1557004655847,8,15.473473746474331,
m,1557004655847,9,14.225589516634773,
m,1557004655847,10,7.560444388428412,
m,1557004655848,0,7.528765860891065,
m,1557004655848,1,3.3094027094847656,
m,1557004655848,2,13.963418366515135,
m,1557004655848,3,4.670587382958513,
m,1557004655848,4,7.064411766600687,
m,1557004655848,5,20.63111129618711,
m,1557004655848,6,14.306735537513756,
m,1557004655848,7,16.72741392877156,
m,1557004655848,8,7.386975495114875,
m,1557004655848,9,23.11820557707706,
m,1557004655848,10,2.3149360644698858,
m,1557004655849,0,1.5669089904871036,
m,1557004655849,1,11.908621884787113,
m,1557004655849,2,19.7089735357151,
m,1557004655849,3,8.564490779990615,
m,1557004655849,4,23.770512310315496,
m,1557004655849,5,18.40436891579352,
m,1557004655849,6,7.43024006942998,
m,1557004655849,7,8.401912074417922,
m,1557004655849,8,11.011977866478645,
m,1557004655849,9,13.076938417393121,
m,1557004655849,10,21.4110783151671,
