m,Sat May 04 12:10:13 PDT 2019,0,1,
m,Sat May 04 12:10:13 PDT 2019,0,0,
m,Sat May 04 12:10:13 PDT 2019,1,0,
m,Sat May 04 12:10:13 PDT 2019,2,0,
m,Sat May 04 12:10:13 PDT 2019,3,0,
m,Sat May 04 12:10:13 PDT 2019,4,0,
m,Sat May 04 12:10:13 PDT 2019,5,0,
m,Sat May 04 12:10:13 PDT 2019,6,0,
m,Sat May 04 12:10:13 PDT 2019,7,0,
m,Sat May 04 12:10:13 PDT 2019,8,0,
m,Sat May 04 12:10:13 PDT 2019,9,0,
m,Sat May 04 12:10:13 PDT 2019,0,14.379238078949816,
m,Sat May 04 12:10:13 PDT 2019,1,6.992191619545227,
m,Sat May 04 12:10:13 PDT 2019,2,16.88722020783395,
m,Sat May 04 12:10:13 PDT 2019,3,2.0439002261218615,
m,Sat May 04 12:10:13 PDT 2019,4,4.355218440485379,
m,Sat May 04 12:10:13 PDT 2019,5,14.112425193948742,
m,Sat May 04 12:10:13 PDT 2019,6,13.063027275020836,
m,Sat May 04 12:10:13 PDT 2019,7,23.825109401331744,
m,Sat May 04 12:10:13 PDT 2019,8,4.594824453215024,
m,Sat May 04 12:10:13 PDT 2019,9,17.486083905620397,
m,Sat May 04 12:10:13 PDT 2019,10,14.224526982439894,
m,Sat May 04 12:10:13 PDT 2019,0,6.0665715684658945,
m,Sat May 04 12:10:13 PDT 2019,1,22.339181595275846,
m,Sat May 04 12:10:13 PDT 2019,2,5.4048956301068705,
m,Sat May 04 12:10:13 PDT 2019,3,8.3062937180966,
m,Sat May 04 12:10:13 PDT 2019,4,6.853034167209138,
m,Sat May 04 12:10:13 PDT 2019,5,15.482790756275456,
m,Sat May 04 12:10:13 PDT 2019,6,5.206606107812442,
m,Sat May 04 12:10:13 PDT 2019,7,10.171053607172881,
m,Sat May 04 12:10:13 PDT 2019,8,22.939269890025614,
m,Sat May 04 12:10:13 PDT 2019,9,12.916265323312667,
m,Sat May 04 12:10:13 PDT 2019,10,13.859733048332048,
m,Sat May 04 12:10:13 PDT 2019,0,24.664741484053145,
m,Sat May 04 12:10:13 PDT 2019,1,23.664689857794365,
m,Sat May 04 12:10:13 PDT 2019,2,1.6613910514453711,
m,Sat May 04 12:10:13 PDT 2019,3,5.084331953652494,
m,Sat May 04 12:10:13 PDT 2019,4,3.1427260630247673,
m,Sat May 04 12:10:13 PDT 2019,5,10.534602237485046,
m,Sat May 04 12:10:13 PDT 2019,6,15.607619102893228,
m,Sat May 04 12:10:13 PDT 2019,7,4.293716026115782,
m,Sat May 04 12:10:13 PDT 2019,8,17.839309887431586,
m,Sat May 04 12:10:13 PDT 2019,9,4.116820352079389,
m,Sat May 04 12:10:13 PDT 2019,10,19.667893854354805,
m,Sat May 04 12:10:13 PDT 2019,0,6.064922310203266,
m,Sat May 04 12:10:13 PDT 2019,1,0.3520068112534386,
m,Sat May 04 12:10:13 PDT 2019,2,21.840818237325195,
m,Sat May 04 12:10:13 PDT 2019,3,24.211758903912045,
m,Sat May 04 12:10:13 PDT 2019,4,5.549823788548725,
m,Sat May 04 12:10:13 PDT 2019,5,6.942794055731544,
m,Sat May 04 12:10:13 PDT 2019,6,23.006344363192344,
m,Sat May 04 12:10:13 PDT 2019,7,12.704965609689525,
m,Sat May 04 12:10:13 PDT 2019,8,0.22413537578788445,
m,Sat May 04 12:10:13 PDT 2019,9,9.320409822527676,
m,Sat May 04 12:10:13 PDT 2019,10,10.809381308625857,
m,Sat May 04 12:10:13 PDT 2019,0,20.587359009112255,
m,Sat May 04 12:10:13 PDT 2019,1,16.63815584430714,
m,Sat May 04 12:10:13 PDT 2019,2,15.0609737708961,
m,Sat May 04 12:10:13 PDT 2019,3,20.475579811301632,
m,Sat May 04 12:10:13 PDT 2019,4,15.554596239657497,
m,Sat May 04 12:10:13 PDT 2019,5,3.380953005639703,
m,Sat May 04 12:10:13 PDT 2019,6,21.848591407385356,
m,Sat May 04 12:10:13 PDT 2019,7,12.654751753341422,
m,Sat May 04 12:10:13 PDT 2019,8,23.57429054910078,
m,Sat May 04 12:10:13 PDT 2019,9,6.298793119334478,
m,Sat May 04 12:10:13 PDT 2019,10,4.2732737436775885,
m,Sat May 04 12:10:13 PDT 2019,0,7.074751305024171,
m,Sat May 04 12:10:13 PDT 2019,1,21.16347523334898,
m,Sat May 04 12:10:13 PDT 2019,2,5.1189635846238675,
m,Sat May 04 12:10:13 PDT 2019,3,21.010434001755193,
m,Sat May 04 12:10:13 PDT 2019,4,8.079036223455152,
m,Sat May 04 12:10:13 PDT 2019,5,22.68180651242821,
m,Sat May 04 12:10:13 PDT 2019,6,17.02175054742513,
m,Sat May 04 12:10:13 PDT 2019,7,13.824363766768148,
m,Sat May 04 12:10:13 PDT 2019,8,16.079441796566428,
m,Sat May 04 12:10:13 PDT 2019,9,6.653717898592817,
m,Sat May 04 12:10:13 PDT 2019,10,12.376170265519693,
m,Sat May 04 12:10:13 PDT 2019,0,22.987518175211473,
m,Sat May 04 12:10:13 PDT 2019,1,12.144157039961751,
m,Sat May 04 12:10:13 PDT 2019,2,22.422787241269717,
m,Sat May 04 12:10:13 PDT 2019,3,15.809174895339906,
m,Sat May 04 12:10:13 PDT 2019,4,16.388108775827483,
m,Sat May 04 12:10:13 PDT 2019,5,21.910645471139993,
